source,title,publisher,issn,eissn,field,scopus,wos,wos_indexes,abdc_rating
scopus_mar_2026,Skin Research and Technology,Wiley-Blackwell Publishing Ltd,0909752X,16000846,2708,true,,,
scopus_mar_2026,Skin therapy letter,"International Skin Therapy Newsletter, Inc.",12015989,,2700,true,,,
scopus_mar_2026,SKIN: Journal of Cutaneous Medicine,National Society for Cutaneous Medicine,,25741624,2708,true,,,
scopus_mar_2026,SKINmed,Pulse Marketing and Communications LLC,15409740,17517125,2723; 2708,true,,,
scopus_mar_2026,Skog Industri,Media Oslo AS,08008582,,2214; 2500; 1406; 1107,true,,,
scopus_mar_2026,Skull Base,"Thieme Medical Publishers, Inc.",15315010,15320065,2728,true,,,
scopus_mar_2026,Skull Base Surgery,"Thieme Medical Publishers, Inc.",10521453,,2728,true,,,
scopus_mar_2026,SKY Journal of Linguistics,The Linguistic Association of Finland,14568438,1796279X,3310; 1203,true,,,
scopus_mar_2026,SLAS Discovery,Society for Laboratory Automation and Screening (SLAS),24725552,24725560,1313; 1303; 1602; 1305,true,,,
scopus_mar_2026,SLAS Technology,Elsevier B.V.,24726303,24726311,1706; 3607,true,,,
scopus_mar_2026,Slavery and Abolition,Routledge,0144039X,17439523,3312; 1202,true,,,
scopus_mar_2026,Slavia,Slovansky Ustav AV CR,00376736,,1208; 3310; 1203,true,,,
scopus_mar_2026,Slavia Antiqua,Poznan Society for the Advancement of the Arts and Sciences,00809993,25450212,1209; 1202; 1204,true,,,
scopus_mar_2026,Slavia Centralis,University of Maribor,18556302,23858753,1208; 1203; 3310,true,,,
scopus_mar_2026,Slavia Meridionalis,"Polish Academy of Sciences, Institute of Slavic Studies",,23922400,3310; 1202; 1203; 3316; 1208,true,,,
scopus_mar_2026,Slavia Orientalis,Panstwowe Wydawnictwo Naukowe,00376744,,1208; 3310; 1203,true,,,
scopus_mar_2026,Slavic and East European Information Resources,Routledge,15228886,15229041,3309; 3310,true,,,
scopus_mar_2026,Slavic and East European Journal,American Association of Teachers of Slavic and East European Languages,00376752,,1208; 3310; 1203; 3316,true,,,
scopus_mar_2026,Slavic Literatures,Elsevier B.V.,,29503965,1208,true,,,
scopus_mar_2026,Slavic Review,Cambridge University Press,00376779,23257784,1201; 3316,true,,,
scopus_mar_2026,Slavic World in the Third Millennium,Institute for Slavic Studies of the Russian Academy of Sciences,24126446,2782442X,3301; 1208; 1203; 1202; 1201,true,,,
scopus_mar_2026,Slavica Slovaca,"Slovak Committee of Slavists, Jan Stanislav Institute of Slavistics of the Slovak Academy of Sciences",00376787,13362364,3310; 3314; 1202; 1203; 3316,true,,,
scopus_mar_2026,Slavistica Vilnensis,Vilnius University Press,23516895,24246115,1203; 3310,true,,,
scopus_mar_2026,Slavisticna Revija,Slavisticna Drustvo Slovenije,03506894,18557570,1208; 3310; 1203,true,,,
scopus_mar_2026,Slavonic and East European Review,Maney Publishing,00376795,,1208; 3310; 3312; 1202; 1203; 3316,true,,,
scopus_mar_2026,Slavonica,Taylor and Francis Ltd.,13617427,17458145,1203; 3310; 3312; 3316; 1213; 1208; 1202,true,,,
scopus_mar_2026,Sleep,Oxford University Press,01618105,15509109,2802; 2728; 2737; 3206; 3203,true,,,
scopus_mar_2026,SLEEP Advances,Oxford University Press,,26325012,2802; 3206; 3203; 2728; 2737,true,,,
scopus_mar_2026,Sleep and Biological Rhythms,Springer,14469235,14798425,3206; 2808; 2737; 1314,true,,,
scopus_mar_2026,Sleep and Breathing,Springer Science and Business Media Deutschland GmbH,15209512,15221709,2728; 2733,true,,,
scopus_mar_2026,Sleep and Hypnosis,Kure Iletisim Grubu A.S.,13021192,,2707; 3203,true,,,
scopus_mar_2026,Sleep and Vigilance,Springer,,25102265,2808; 2738; 2728,true,,,
scopus_mar_2026,Sleep Epidemiology,Elsevier B.V.,,26673436,2713; 2739; 2719; 2808; 2803,true,,,
scopus_mar_2026,Sleep Health,Elsevier Inc.,,23527218,2802; 3206; 3306; 3301,true,,,
scopus_mar_2026,Sleep Medicine,Elsevier B.V.,13899457,18785506,2700,true,,,
scopus_mar_2026,Sleep Medicine Clinics,W.B. Saunders,1556407X,15564088,2738; 3203; 3206; 2728,true,,,
scopus_mar_2026,Sleep Medicine Research,Korean Society of Sleep Medicine,20939175,22338853,2808; 2740; 2737; 2738; 2728,true,,,
scopus_mar_2026,Sleep Medicine Reviews,W.B. Saunders Ltd,10870792,15322955,2737; 2808; 2740; 2728,true,,,
scopus_mar_2026,Sleep Medicine: X,Elsevier B.V.,,25901427,2700,true,,,
scopus_mar_2026,Sleep Research Online,Sleep Research Online,,1096214X,2808,true,,,
scopus_mar_2026,Sleep Science,"Thieme Medical Publishers, Inc.",19840659,19840063,2701; 2801; 2802,true,,,
scopus_mar_2026,Sloan Management Review,Massachusetts Institute of Technology,0019848X,,2700,true,,,
scopus_mar_2026,Slobozhanskyi Herald of Science and Sport,Kharkiv State Academy of Physical Culture,19910177,23116374,3612; 3304,true,,,
scopus_mar_2026,Slovak Journal of Political Sciences,University of Saints Cyril and Methodius in Trnava - Faculty of Social Sciences,,13359096,3320; 3312,true,,,
scopus_mar_2026,Slovak Raptor Journal,De Gruyter Open Ltd.,13373463,13387227,2309; 1103,true,,,
scopus_mar_2026,Slovansky Prehled,"Czech Academy of Sciences, Institute of History",00376922,,3320; 1202,true,,,
scopus_mar_2026,Slovene,Institute for Slavic Studies of the Russian Academy of Sciences,23040785,23056754,3316; 3310; 1203; 1212; 1202,true,,,
scopus_mar_2026,Slovenian Veterinary Research,University of Ljubljana Press,15804003,,3400,true,,,
scopus_mar_2026,Slovenscina 2.0,"Ljubljana University Press, Faculty of Arts",,23352736,3310; 1203,true,,,
scopus_mar_2026,Slovenska Archeologia,Archeologicky Ustav Slovenskej Akdemie Vied,13350102,,3302; 1204,true,,,
scopus_mar_2026,Slovenska Literatura,Institute of Slovak Literature SAS,00376973,,1208,true,,,
scopus_mar_2026,Slovenska Rec,Slovak Academy of Sciences,00376981,13384279,3310; 1203,true,,,
scopus_mar_2026,Slovenske Divadlo,Slovak Academy of Sciences,0037699X,13368605,1208; 1210; 1202; 1213; 3315; 3316,true,,,
scopus_mar_2026,Slovenski Jezik,Zalozba ZRC,14082616,15811271,1203; 3310,true,,,
scopus_mar_2026,Slovensky Narodopis,Slovak Academy of Sciences,13351303,13399357,3314,true,,,
scopus_mar_2026,Slovo,University College London - School of Slavonic and East European Studies,09546839,,3300; 1200,true,,,
scopus_mar_2026,Slovo (Croatia),Staroslavenski Institut,05836255,,1208; 3310; 1212; 1203,true,,,
scopus_mar_2026,Slovo a Slovesnost,Czech Language Institute of the Academy of Sciences,00377031,25710885,3310; 1203,true,,,
scopus_mar_2026,Slovo a Smysl,"Charles University, Faculty of Arts",12147915,23366680,3316; 1208,true,,,
scopus_mar_2026,Slovo.ru: Baltic Accent,Immanuel Kant Baltic Federal University,22255346,26868989,1208; 1203,true,,,
scopus_mar_2026,SMAI Journal of Computational Mathematics,SMAI French Society for Applied and Industrial Mathematics,,24268399,2613; 2612; 2611; 2605,true,,,
scopus_mar_2026,Small,John Wiley and Sons Inc,16136810,16136829,2201; 2502; 2500; 1600; 1305,true,,,
scopus_mar_2026,Small Axe,Duke University Press,07990537,15346714,1208; 3316; 3312,true,,,
scopus_mar_2026,Small Business Economics,Springer Netherlands,0921898X,15730913,2002; 1400,true,,,
scopus_mar_2026,Small Enterprise Development,Intermediate Technology Publications Ltd,09571329,,3303; 3305,true,,,
scopus_mar_2026,Small Enterprise Research,Taylor and Francis Ltd.,13215906,11750979,3303; 1401; 1405; 1403; 1408; 2001,true,,,
scopus_mar_2026,Small Fruits Review,Haworth Press Inc.,15228851,,1108; 1102,true,,,
scopus_mar_2026,Small Group Research,SAGE Publications Inc.,10464964,15528278,3202; 3207,true,,,
scopus_mar_2026,Small GTPases,Taylor and Francis Ltd.,21541248,21541256,1307; 1303,true,,,
scopus_mar_2026,Small Methods,John Wiley and Sons Ltd,,23669608,2500; 1600,true,,,
scopus_mar_2026,Small Ruminant Research,Elsevier B.V.,09214488,,1103; 3403,true,,,
scopus_mar_2026,Small Science,John Wiley and Sons Inc,,26884046,2501; 1501; 1503,true,,,
scopus_mar_2026,Small Structures,Wiley-VCH Verlag,,26884062,2301; 2101; 1601; 2201; 2500,true,,,
scopus_mar_2026,Small Wars and Insurgencies,Routledge,09592318,17439558,3320,true,,,
scopus_mar_2026,Small-scale Forestry,Springer Science and Business Media B.V.,18737617,18737854,1107,true,,,
scopus_mar_2026,Smart Agricultural Technology,Elsevier B.V.,,27723755,1701; 1100; 1702,true,,,
scopus_mar_2026,Smart Agriculture,"Agricultural Information Institute, Chinese Academy of Agricultural Sciences",20968094,,2201; 1101; 1102,true,,,
scopus_mar_2026,Smart and Sustainable Built Environment,Emerald Group Publishing Ltd.,20466099,20466102,3322; 2215; 2105; 3316; 2216; 2205,true,,,
scopus_mar_2026,Smart and Sustainable Manufacturing Systems,ASTM International,25206478,25723928,1706; 2207; 2209,true,,,
scopus_mar_2026,Smart Cities,Multidisciplinary Digital Publishing Institute (MDPI),,26246511,3322; 2208; 1702,true,,,
scopus_mar_2026,Smart Construction,ELSP,29602025,29602033,2215; 2207; 2205,true,,,
scopus_mar_2026,Smart Construction and Sustainable Cities,Springer Nature,,27319032,2305; 2215; 2205,true,,,
scopus_mar_2026,Smart Energy,Elsevier Ltd,,26669552,2308; 2210; 2102; 2101; 2105,true,,,
scopus_mar_2026,"Smart Grid Conference, SGC",Institute of Electrical and Electronics Engineers Inc.,25726935,25726927,2606; 2213; 2208; 2102; 1705; 1702,true,,,
scopus_mar_2026,Smart Grids and Sustainable Energy,Springer,,27318087,2105; 2101; 2002; 2208,true,,,
scopus_mar_2026,Smart Health,Elsevier B.V.,,23526483,3605; 1706; 2718; 2701; 1710,true,,,
scopus_mar_2026,Smart Learning Environments,SpringerOpen,,21967091,1706; 3304,true,,,
scopus_mar_2026,Smart Materials and Structures,IOP Publishing Ltd.,09641726,1361665X,2208; 2211; 3104; 2500; 3107; 2205; 1711,true,,,
scopus_mar_2026,Smart Materials Bulletin,Elsevier B.V.,14713918,,2500,true,,,
scopus_mar_2026,Smart Materials in Manufacturing,KeAi Communications Co.,,27728102,2501; 2201,true,,,
scopus_mar_2026,Smart Materials in Medicine,KeAi Communications Co.,,25901834,1502; 2502; 2204,true,,,
scopus_mar_2026,Smart Science,Taylor and Francis Ltd.,,23080477,2605; 1705; 1507; 2200; 2101; 2611; 1601,true,,,
scopus_mar_2026,Smart Structures and Systems,Techno-Press,17381584,17381991,2208; 1706; 2207,true,,,
scopus_mar_2026,SmartMat,John Wiley and Sons Inc,27668525,2688819X,1601; 2500; 2211,true,,,
scopus_mar_2026,Smith College Studies in Social Work,Routledge,00377317,15530426,3301; 3312,true,,,
scopus_mar_2026,Smithsonian,Smithsonian Institution,00377333,,1000; 1201; 3314,true,,,
scopus_mar_2026,Smithsonian Contributions to Botany,Smithsonian Institution Press,0081024X,,2300; 1900,true,,,
scopus_mar_2026,SMPTE Journal,Society of Motion Picture and Television Engineers,00361682,,2208; 2214,true,,,
scopus_mar_2026,SMPTE Motion Imaging Journal,Society of Motion and Television Engineers,15450279,21602492,2208; 2214,true,,,
scopus_mar_2026,SMT Surface Mount Technology Magazine,PennWell Corporation,15298930,,2208,true,,,
scopus_mar_2026,SMU law review : a publication of Southern Methodist University School of Law,Southern Methodist University,10661271,,2700,true,,,
scopus_mar_2026,SN Applied Sciences,Springer Nature,,25233971,1500; 2200; 2500; 3100; 1900; 2300,true,,,
scopus_mar_2026,SN Business and Economics,Springer Nature,,26629399,1409; 1407; 1406; 1401,true,,,
scopus_mar_2026,SN Comprehensive Clinical Medicine,Springer Nature,,25238973,2700,true,,,
scopus_mar_2026,SN Computer Science,Springer,2662995X,26618907,1702; 1700; 1706; 1704; 1703; 1705,true,,,
scopus_mar_2026,SN Social Sciences,Springer Nature,,26629283,1000,true,,,
scopus_mar_2026,Soap and Cosmetics,Chemical Week Associates,15239225,15230481,1406; 2708,true,,,
scopus_mar_2026,Soap Cosmetics Chemical Specialties,PTN Publishing Corp.,00911372,,1500,true,,,
scopus_mar_2026,Sobornost Incorporating Eastern Churches Review,Fellowship of St. Alban and St. Sergius,01448722,,1212,true,,,
scopus_mar_2026,Sobre Practicas Artisticas y Politicas de la Edicion,Editorial Universidad de Granada,23871733,24443484,3315; 1201; 1213,true,,,
scopus_mar_2026,SOCAR Proceedings,Oil Gas Scientific Research Project Institute,22186867,22188622,1601; 1501; 2103; 2604; 2102; 1909; 1907; 1908,true,,,
scopus_mar_2026,Soccer and Society,Routledge,14660970,17439590,3312; 3316; 3207,true,,,
scopus_mar_2026,Social Analysis,Berghahn Journals,0155977X,15585727,1200; 3312; 3316; 3314,true,,,
scopus_mar_2026,Social and Cultural Geography,Routledge,14649365,14701197,3305; 3316,true,,,
scopus_mar_2026,Social and Economic Studies,University of the West Indies,00377651,26628988,3300; 2002,true,,,
scopus_mar_2026,"Social and Emotional Learning: Research, Practice, and Policy",Elsevier B.V.,,27732339,3204,true,,,
scopus_mar_2026,Social and Environmental Accountability Journal,Routledge,0969160X,21562245,1402,true,,,
scopus_mar_2026,Social and Health Sciences,Unisa Press,,29573645,2700,true,,,
scopus_mar_2026,Social and Legal Studies,SAGE Publications Ltd,09646639,14617390,3308; 3300; 3312,true,,,
scopus_mar_2026,Social and Legal Studios,Lviv State University of Internal Affairs,26174162,26174170,3308; 3207; 2001,true,,,
scopus_mar_2026,Social and Personality Psychology Compass,John Wiley and Sons Inc,,17519004,3207,true,,,
scopus_mar_2026,Social Anthropology,Berghahn Journals,09640282,14698676,3204; 1201; 3312; 3314,true,,,
scopus_mar_2026,Social Behavior and Personality,Scientific Journal Publishers,03012212,11796391,3207,true,,,
scopus_mar_2026,Social Behaviour,John Wiley & Sons Ltd.,08856249,,3300; 3200,true,,,
scopus_mar_2026,Social Biology,Society for the Study of Social Biology,0037766X,,3312; 3301; 3317,true,,,
scopus_mar_2026,Social Care and Neurodisability,Emerald Group Publishing Ltd.,20420919,,2902; 2905; 2742; 3306,true,,,
scopus_mar_2026,Social Casework,Family Service Association of America,00377678,,2700,true,,,
scopus_mar_2026,Social Change,SAGE Publications Ltd,00490857,09763538,3301; 3305; 3303; 3312,true,,,
scopus_mar_2026,Social Choice and Welfare,Springer New York,01761714,1432217X,2002; 3301,true,,,
scopus_mar_2026,Social Cognition,Guilford Publications,0278016X,,3204; 3207,true,,,
scopus_mar_2026,Social Cognitive and Affective Neuroscience,Oxford University Press,17495024,17495016,2805; 3205,true,,,
scopus_mar_2026,Social Compass,SAGE Publications Ltd,00377686,14617404,3312; 1212; 3314,true,,,
scopus_mar_2026,Social Currents,SAGE Publications Inc.,23294965,23294973,3300,true,,,
scopus_mar_2026,Social Development,Wiley-Blackwell Publishing Ltd,0961205X,14679507,3301; 3312; 3204,true,,,
scopus_mar_2026,Social Development Issues,Southern Illinois University at Carbondale,01471473,,1900; 2300,true,,,
scopus_mar_2026,Social Dynamics,Centre for African Studies,02533952,19407874,3301,true,,,
scopus_mar_2026,Social Enterprise Journal,Emerald Group Publishing Ltd.,17508614,17508533,2308; 2001; 3312; 3303; 1401,true,,,
scopus_mar_2026,Social Epistemology,Routledge,02691728,14645297,3300; 1211,true,,,
scopus_mar_2026,Social Evolution and History,Uchitel Publishing House,16814363,,1202; 3312; 3314,true,,,
scopus_mar_2026,Social Forces,Oxford University Press,00377732,15347605,3312; 3314; 1202,true,,,
scopus_mar_2026,Social Geography,Copernicus Publications,17294274,17294312,2308; 2002; 3300; 1200,true,,,
scopus_mar_2026,Social Health and Behavior,Wolters Kluwer Medknow Publications,25899767,,3306; 3207; 2739; 2701,true,,,
scopus_mar_2026,Social History,Taylor and Francis Ltd.,03071022,14701200,1202,true,,,
scopus_mar_2026,Social History of Alcohol and Drugs,University of Chicago Press,19308418,26407329,3308; 2739; 1202; 3316,true,,,
scopus_mar_2026,Social History of Medicine,Oxford University Press,0951631X,14774666,1202; 2701,true,,,
scopus_mar_2026,Social Identities,Routledge,13504630,13630296,3312,true,,,
scopus_mar_2026,Social Inclusion,Cogitatio Press,,21832803,3207; 3312,true,,,
scopus_mar_2026,Social Indicators Research,Springer Netherlands,03038300,15730921,3300; 3312; 1201; 3204,true,,,
scopus_mar_2026,Social Influence,Taylor and Francis Ltd.,15534510,15534529,3207,true,,,
scopus_mar_2026,Social Issues and Policy Review,Wiley-Blackwell Publishing Ltd,17512395,17512409,3202; 3312; 3301; 3207,true,,,
scopus_mar_2026,Social Justice Research,Springer New York,08857466,15736725,3308; 3312; 3314,true,,,
scopus_mar_2026,Social Marketing Quarterly,SAGE Publications Inc.,15245004,15394093,1406; 2002,true,,,
scopus_mar_2026,Social marketing update,International Contraceptive Social Marketing Project of The Futures Group,08823510,,2700,true,,,
scopus_mar_2026,Social Media and Society,SAGE Publications Ltd,,20563051,1706; 3315; 3316,true,,,
scopus_mar_2026,Social Medicine,Social Medicine Publishing Group,,15577112,3306; 2739,true,,,
scopus_mar_2026,Social Movement Studies,Routledge,14742837,14742829,3316; 3312,true,,,
scopus_mar_2026,Social Network Analysis and Mining,Springer-Verlag Wien,18695450,18695469,1706; 1709; 2214; 3315; 1710,true,,,
scopus_mar_2026,Social Networks,Elsevier B.V.,03788733,,3314; 3300; 3312; 3200,true,,,
scopus_mar_2026,Social Neuroscience,Taylor and Francis Ltd.,17470919,17470927,2802; 3303; 3207,true,,,
scopus_mar_2026,Social Philosophy and Policy,Cambridge University Press,02650525,14716437,3300; 1211,true,,,
scopus_mar_2026,Social Policy and Administration,Wiley-Blackwell Publishing Ltd,01445596,14679515,3321; 3312; 3303,true,,,
scopus_mar_2026,Social Policy and Society,Cambridge University Press,14747464,14753073,3320; 3312,true,,,
scopus_mar_2026,Social Policy Journal,Haworth Press Inc.,15332942,15332950,3312,true,,,
scopus_mar_2026,Social Policy Journal of New Zealand,Ministry of Social Development,11724382,11779837,3300,true,,,
scopus_mar_2026,Social Politics,Oxford University Press,10724745,14682893,3301; 3318,true,,,
scopus_mar_2026,Social Problems,Oxford University Press,00377791,15338533,3312,true,,,
scopus_mar_2026,Social Psychiatry,Science House,00377813,,2738,true,,,
scopus_mar_2026,Social Psychiatry and Psychiatric Epidemiology,D. Steinkopff-Verlag,09337954,14339285,2738; 3207; 3306; 2713,true,,,
scopus_mar_2026,Social Psychological and Personality Science,Sage Periodicals Press,19485506,19485514,3203; 3207,true,,,
scopus_mar_2026,Social Psychological Bulletin,PsychOpen,18961800,2569653X,3207; 3202,true,,,
scopus_mar_2026,Social Psychology,American Sociological Association,0147829X,,2700,true,,,
scopus_mar_2026,Social Psychology,Hogrefe Publishing GmbH,18649335,21512590,1201; 3312; 3207; 3200,true,,,
scopus_mar_2026,Social Psychology and Society,Moscow State University of Psychology and Education,22211527,23117052,3301; 3202; 3207,true,,,
scopus_mar_2026,Social Psychology of Education,Springer Netherlands,13812890,15731928,3312; 3204; 3304; 3207,true,,,
scopus_mar_2026,Social Psychology Quarterly,SAGE Publications Inc.,01902725,19398999,3207,true,,,
scopus_mar_2026,Social Research,Johns Hopkins University Press,0037783X,,3316; 1211; 1202; 1201; 3300; 3312; 3320,true,,,
scopus_mar_2026,Social Responsibility Journal,Emerald Group Publishing Ltd.,17471117,1758857X,3301; 1400,true,,,
scopus_mar_2026,"Social science & medicine. Part A, Medical sociology",Pergamon Press Ltd.,02717123,,2739; 3305,true,,,
scopus_mar_2026,Social Science and Medicine,Elsevier Ltd,02779536,18735347,3306; 1207,true,,,
scopus_mar_2026,Social Science and Medicine - Part B Medical Anthropology,Pergamon Press Ltd.,01607987,,2739; 3305,true,,,
scopus_mar_2026,Social Science and Medicine - Part C Medical Economics,Pergamon Press Ltd.,01607995,,2739; 3305,true,,,
scopus_mar_2026,Social Science and Medicine - Part D Medical Geography,Pergamon Press Ltd.,01608002,,3305; 2739,true,,,
scopus_mar_2026,Social Science and Medicine - Part E Medical Psychology,Pergamon Press Ltd.,02715384,,2739; 3305,true,,,
scopus_mar_2026,Social Science and Medicine. Medical Psychology and Medical Sociology,Pergamon Press Ltd.,01607979,,2700,true,,,
scopus_mar_2026,Social Science and Medicine. Part F Medical and Social Ethics,Pergamon Press Ltd.,02715392,,2700,true,,,
scopus_mar_2026,Social Science Computer Review,SAGE Publications Inc.,08944393,15528286,3308; 3309; 1706; 3300,true,,,
scopus_mar_2026,Social Science Forum,Slovenian Sociological Association,03523608,1581968X,3315; 3316; 3312; 3301,true,,,
scopus_mar_2026,Social Science History,Cambridge University Press,01455532,15278034,3301; 1202,true,,,
scopus_mar_2026,Social Science Information,SAGE Publications Ltd,05390184,14617412,3309; 3300,true,,,
scopus_mar_2026,Social Science Information Studies,Butterworth Scientific Ltd.,01436236,,2700,true,,,
scopus_mar_2026,Social Science Japan Journal,Oxford University Press,13691465,14682680,3300,true,,,
scopus_mar_2026,Social Science Journal,Taylor and Francis Ltd.,03623319,,3312; 3207,true,,,
scopus_mar_2026,Social Science Quarterly,Wiley-Blackwell Publishing Ltd,00384941,15406237,3300,true,,,
scopus_mar_2026,Social Science Research,Academic Press Inc.,0049089X,10960317,3312; 3304,true,,,
scopus_mar_2026,Social Sciences,Medwell Publishing,18185800,19936125,3300,true,,,
scopus_mar_2026,Social Sciences,Multidisciplinary Digital Publishing Institute (MDPI),,20760760,3300,true,,,
scopus_mar_2026,Social Sciences (Russian Federation),Russian Academy of Sciences,01345486,19382553,3300,true,,,
scopus_mar_2026,Social Sciences and Humanities Open,Elsevier Ltd,,25902911,3201; 1801; 3301,true,,,
scopus_mar_2026,Social Sciences and Missions,Brill Academic Publishers,18748937,18748945,3312; 3301; 1212; 3316,true,,,
scopus_mar_2026,Social Sciences in China,Taylor and Francis Ltd.,02529203,19405952,3300,true,,,
scopus_mar_2026,Social Security Bulletin,US Social Security Administration,00377910,,3301; 3321,true,,,
scopus_mar_2026,"Social security bulletin. Annual statistical supplement / U.S. Dept. of Health, Education, and Welfare, Social Security Administration",US Social Security Administration,00986259,,2700,true,,,
scopus_mar_2026,Social Semiotics,Routledge,10350330,14701219,3310; 1203; 3315; 3316,true,,,
scopus_mar_2026,Social Service Review,University of Chicago Press,00377961,15375404,3312,true,,,
scopus_mar_2026,Social Studies of Science,SAGE Publications Ltd,03063127,14603659,1207; 3300; 1202,true,,,
scopus_mar_2026,Social Studies Research and Practice,Emerald Publishing,,19335415,3316; 3312; 3305; 3304,true,,,
scopus_mar_2026,Social Text,Duke University Press,01642472,15271951,3318; 3314; 3316,true,,,
scopus_mar_2026,Social Theory and Health,Palgrave Macmillan Ltd.,14778211,1477822X,3312; 3306,true,,,
scopus_mar_2026,Social Theory and Practice,Florida State University,0037802X,,2700,true,,,
scopus_mar_2026,Social Thought,National Conference of Catholic Charities,0099183X,,1212,true,,,
scopus_mar_2026,Social Work,Oxford University Press,00378046,15456846,3312,true,,,
scopus_mar_2026,Social Work and Social Sciences Review,Whiting and Birch,09535225,17466105,3306; 3312,true,,,
scopus_mar_2026,Social Work and Society,University of Duisburg,,16138953,3301; 3312,true,,,
scopus_mar_2026,Social Work Education,Taylor and Francis Ltd.,02615479,14701227,3301; 3304,true,,,
scopus_mar_2026,Social Work in Health Care,Routledge,00981389,1541034X,2738; 2905,true,,,
scopus_mar_2026,Social Work in Mental Health,Routledge,15332985,15332993,2739; 3301,true,,,
scopus_mar_2026,Social Work in Public Health,Routledge,19371918,1937190X,2739; 2719; 3306,true,,,
scopus_mar_2026,Social Work Research,Oxford University Press,10705309,15456838,3312,true,,,
scopus_mar_2026,Social Work with Groups,Routledge,01609513,15409481,3301; 3304,true,,,
scopus_mar_2026,Social Work/Maatskaplike Werk,University of Stellenbosch,00378054,23127198,3312,true,,,
scopus_mar_2026,Socialism and Democracy,Taylor and Francis Ltd.,08854300,17452635,3312,true,,,
scopus_mar_2026,Socialni Prace,Association of Educators in Social Work,12136204,1805885X,3202; 3312; 3301; 3306,true,,,
scopus_mar_2026,Socialni Studia/Social Studies,Masaryk University,1214813X,18036104,3300,true,,,
scopus_mar_2026,Sociedade e Cultura,Universidade Federal De Goias (UFG),14158566,19808194,3300; 1200,true,,,
scopus_mar_2026,Sociedade e Estado,Universidade de Brasilia,01026992,19805462,3305; 3312,true,,,
scopus_mar_2026,Societa e Storia,FrancoAngeli,03916987,19725515,1202,true,,,
scopus_mar_2026,Societate si Politica,Universitatea de Vest Vasile Goldis din Arad,18431348,20677812,1211; 1202; 3312,true,,,
scopus_mar_2026,Societes Contemporaines,Presses de Sciences Po,11501944,19506899,3312,true,,,
scopus_mar_2026,Societes et Representations,Editions Of The Sorbonne,12622966,2104404X,3316; 3301; 1202,true,,,
scopus_mar_2026,Societies,Multidisciplinary Digital Publishing Institute (MDPI),,20754698,3300,true,,,
scopus_mar_2026,Societies without Borders,Brill Academic Publishers,18718868,18721915,3320; 3312,true,,,
scopus_mar_2026,Society,Springer New York,01472011,19364725,3300; 3312,true,,,
scopus_mar_2026,Society and Animals,Brill Academic Publishers,10631119,15685306,1211; 3312; 3400,true,,,
scopus_mar_2026,Society and Business Review,Emerald Group Publishing Ltd.,17465680,17465699,1407; 1408; 1401; 1403,true,,,
scopus_mar_2026,Society and Culture in South Asia,Sage Publications India Pvt. Ltd,23938617,23949872,3301; 3314; 3316,true,,,
scopus_mar_2026,Society and Economy,Akademiai Kiado,15889726,1588970X,1408; 2000; 3321; 3312; 1410; 1403,true,,,
scopus_mar_2026,Society and Mental Health,SAGE Publications Inc.,21568693,21568731,2738; 2739,true,,,
scopus_mar_2026,Society and Natural Resources,Taylor and Francis Ltd.,08941920,15210723,3312; 2301; 3303,true,,,
scopus_mar_2026,Society for Applied Bacteriology symposium series,Blackwell Science,03009610,,2700,true,,,
scopus_mar_2026,Society in Transition,Taylor and Francis Ltd.,10289852,20721951,3300,true,,,
scopus_mar_2026,Society of General Physiologists Series,Raven Press,00947733,,1100,true,,,
scopus_mar_2026,Society of Petroleum Engineers of AIME Journal,Society of Petroleum Engineers (SPE),01977520,,2200,true,,,
scopus_mar_2026,Society of Reproduction and Fertility supplement,Nottingham University Press,17473403,,2700,true,,,
scopus_mar_2026,Society Register,Uniwersytet im. Adama Mickiewicza w Poznaniu,,25445502,3320; 3318; 3316; 3312,true,,,
scopus_mar_2026,Socijalna Ekologija,Croatian Sociological Association,13300113,,2308; 3305,true,,,
scopus_mar_2026,Socijalna Psihijatrija,Medicinska Naklada Zagreb,03037908,,2738,true,,,
scopus_mar_2026,Sociobiology,Universidade Estadual de Feira de Santana,03616525,,1109,true,,,
scopus_mar_2026,Socio-Ecological Practice Research,Springer,25245279,25245287,2309; 3322; 3305,true,,,
scopus_mar_2026,Socio-Economic Planning Sciences,Elsevier Ltd,00380121,,1408; 1804; 2002; 1803; 3305,true,,,
scopus_mar_2026,Socio-Economic Review,Oxford University Press,14751461,,2000; 3312,true,,,
scopus_mar_2026,Sociolinguistic Studies,University of Toronto Press,17508649,17508657,1203; 3312; 3310,true,,,
scopus_mar_2026,Sociolinguistica,Walter de Gruyter GmbH,09331883,1865939X,1203; 1208,true,,,
scopus_mar_2026,Sociologia (Italy),Gangemi Editore S.p.A.,00380156,,3312,true,,,
scopus_mar_2026,Sociologia (Slovakia),Sociologicky Ustav SAV / Institute for Sociology of the Slovak Academy of Sciences,00491225,13368613,3312,true,,,
scopus_mar_2026,Sociologia del Lavoro,FrancoAngeli,03925048,1972554X,2002; 1407; 3312,true,,,
scopus_mar_2026,Sociologia e Antropologia,Universidade Federal do Rio de Janeiro,,22383875,3316; 3301; 3314,true,,,
scopus_mar_2026,Sociologia e Ricerca Sociale,FrancoAngeli,11211148,19718446,3300,true,,,
